,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_log,PURCHASES_log,ONEOFF_PURCHASES_log,INSTALLMENTS_PURCHASES_log,CASH_ADVANCE_log,PAYMENTS_log,MINIMUM_PAYMENTS_log
11,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000.0,705.618627,155.549069,0.0,12,6.448564569245062,7.308663352897687,7.308663352897687,0.0,0.0,6.560491096026781,5.053369500772936
12,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000.0,608.263689,490.207013,0.25,12,7.325101934452095,8.076822924739153,7.824537889863976,6.577527505058253,0.0,6.412251160861846,6.196865654011144
13,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,6.827296968040859,7.668060982974215,6.042537817291983,7.44948055322358,0.0,7.412698496269839,5.5299765011453
14,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,12,7.927963670337596,0.0,0.0,0.0,5.851660350090109,6.692887357486858,6.898677062386753
15,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,2109.90649,0.0,12,8.83742181644191,7.38566507198647,0.0,7.38566507198647,7.741746975288393,7.598118225657629,7.654872750325277
16,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,8,7.636787979616954,0.0,0.0,0.0,7.932101784121888,5.973744882038962,5.933781489490081
17,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,3.739798042057795,6.253828811575473,0.0,6.253828811575473,0.0,5.543577188189688,4.306807558934665
18,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,7.59592621253726,6.225251258520672,5.117993812416755,5.827032023149767,0.0,7.451147239761315,6.614207228607001
19,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,8.182830589190715,5.990564141864818,0.0,5.990564141864818,0.0,6.96127752820317,9.430804286668868
20,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,7.609705937961825,5.179984179586172,0.0,5.179984179586172,0.0,5.411952254970081,9.514753982813254
21,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.959051,1659.775075,0.0,12,8.75943815450699,8.757933016248602,8.684577067845966,6.111267763047603,5.438202105731185,7.639622591175338,7.415039685031398
22,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,4.892919056208852,6.705516688347823,0.0,6.705516688347823,0.0,7.766683793755752,4.469688939347446
23,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842,1425.426525,0.0,12,8.24305929376845,8.354521309045298,8.147739807003912,6.67807792881693,8.984119042407901,9.156944219921918,7.262927662141595
24,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,8.588503336828897,0.0,0.0,0.0,6.684549054454003,7.261033154311494,7.413369070916895
25,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,5.140386009793119,5.992963423231718,0.0,5.992963423231718,0.0,5.3766947283025095,5.099900183352035
26,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,7.388307599631616,4.634728988229636,4.634728988229636,0.0,5.504682890648139,6.792545131234186,6.879544273324582
27,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,4.841781178834473,5.456516981221582,0.0,5.456516981221582,0.0,5.341250962068848,5.110473503852051
28,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,12,8.87540796129427,5.961134197300148,5.325689313343887,5.212214667494625,7.7129558941159795,7.379287955514028,7.408440468896529
29,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,3.1382508477086843,4.61512051684126,0.0,4.61512051684126,0.0,5.086161806788292,5.079442454117678
30,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,9.40403204003681,8.019287083467484,6.921855403360919,7.613724899561967,8.066076727735902,8.350270105136044,8.099558846593096
31,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,7.05899314124371,7.206903859042666,5.993961427306569,6.855103167083238,5.175108258224256,6.472343665440258,5.5523741073615245
32,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,2506.745366,0.0,12,8.81489832435355,5.786743995370548,5.786743995370548,0.0,7.08215701747797,7.45072986762036,7.82713936789029
33,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,4.841509907585915,6.458009075556836,6.458009075556836,0.0,0.0,6.050793496962728,5.2847349669616435
34,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,8.16567680947387,6.30678610536318,0.0,6.30678610536318,0.0,9.07527727374647,9.790518068068778
35,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,7.412975691461382,0.0,0.0,0.0,4.6078103676392335,5.865051186791171,6.454521149985232
36,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,11,8.913022280658046,0.0,0.0,0.0,9.090923194512087,7.400841445464237,7.594805716113981
37,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,8.306096985533877,7.775506815191631,7.404382581948235,6.605811997178087,7.43759551434736,7.389498735985844,7.340927381943288
38,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,12,8.743598321036485,5.3230099791384085,5.3230099791384085,0.0,7.981630740265749,7.121342643846067,7.625794485906742
39,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,7.253188835622875,6.871340226280088,6.871340226280088,0.0,8.728212804225999,9.907084846508704,6.580568378887042
40,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,6.4989563348130215,0.0,0.0,0.0,8.050085822835518,8.028800011722797,5.650147651555028
41,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,6.666816530684591,7.331446609113647,6.668609370190421,6.608391911756496,7.691391768051934,7.141490275195939,5.897545922641265
42,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,8.320134161099263,5.322131544647291,5.322131544647291,0.0,0.0,6.767659847255586,7.4967993979574
43,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,7.216520318304293,0.0,0.0,0.0,7.3015438765324925,5.938312228436658,5.7756507455504975
44,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,8.578654280990072,7.330693505801399,6.154433375386121,6.962849341291709,0.0,7.266367396088755,7.185171022558634
45,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,312.343947,0.0,12,7.715708484295577,6.082218910376446,4.584967478670572,5.831882477283517,5.223856135082514,0.0,5.747301459426504
46,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,6.1642557275430345,4.707185111394821,0.0,4.707185111394821,6.92230841846234,5.1762232044509755,4.99856130935223
47,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,312.343947,0.0,12,8.271576816437468,0.0,0.0,0.0,7.591797737565931,0.0,5.747301459426504
48,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,5.441842562471876,7.77971787700675,7.24703072579297,6.896360605568251,0.0,7.841867680880996,5.1742146694558455
49,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,6.762509636519377,6.2314652154886145,6.2314652154886145,0.0,6.545489246856135,6.37819941940262,5.661044475632165
50,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,8.50356714851695,6.805080043618763,6.4724544803023925,5.546543698229709,9.051537894261187,9.001382889138817,6.921082042868441
51,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,6.98461313423923,8.042008161870061,7.706495948059624,6.787968988149286,0.0,7.244819012063394,7.187994674045495
52,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,7.356714711115268,0.0,0.0,0.0,5.775666250117309,6.540777844746521,6.3672981411811636
53,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,6.143486153494597,7.590963228627309,7.590963228627309,0.0,7.591995663032507,8.042716450145122,4.893697583551904
54,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,312.343947,0.0,12,2.0360794749475026,5.739792912179234,0.0,5.739792912179234,0.0,6.035521534591471,5.747301459426504
55,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,312.343947,0.0,12,7.180066815653793,7.158436173289435,7.158436173289435,0.0,0.0,0.0,5.747301459426504
56,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,312.343947,0.0,12,8.195945551115749,5.750252489041052,5.750252489041052,0.0,6.506484476961441,0.0,5.747301459426504
57,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,7.777931129105488,8.55998827810926,8.474304479372497,6.06269158764624,0.0,8.644658907237051,7.179700330020578
58,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,8.287059960355426,0.0,0.0,0.0,5.418654989798585,6.64110217698512,7.3785162732295815
59,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,8.611576407176658,5.438079308923196,0.0,5.438079308923196,6.878935275721404,7.655180879929307,7.547515485462326
60,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,7.539087709835567,4.736198448394496,4.736198448394496,0.0,0.0,8.16356689875695,6.308291202529203
61,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,7.350383665303308,4.207673247529104,4.207673247529104,0.0,0.0,5.826246864544016,6.731275434910505
62,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,6.6977537147139135,0.0,0.0,0.0,8.248181724327607,8.383238543060216,5.491601064749435
63,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,312.343947,0.0,12,2.0983069652318713,6.734591659972948,6.734591659972948,0.0,0.0,0.0,5.747301459426504
64,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,7.562622442395542,7.54361227231452,0.0,7.54361227231452,7.382092859951851,8.213123166480717,8.091932469749297
65,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,7.472534847055442,6.024246305382325,5.787541345756266,4.478699521934143,0.0,6.657306880160869,6.801177849852037
66,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,6.698079941478827,0.0,0.0,0.0,6.812811001027565,4.990941090122055,5.195245856893709
67,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,7.363472991848201,0.0,0.0,0.0,5.950404365369237,6.293460359333536,5.868968621963989
68,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,8.291928286371425,5.577841251298354,5.25540986553676,4.302712827954156,0.0,8.836059376373083,6.91035925170048
69,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,7.438639665474121,7.21868257559943,7.21868257559943,0.0,0.0,7.393150071761594,6.829259398021747
70,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,8.610443746922588,6.040492778175336,0.0,6.040492778175336,6.439988164471771,7.1617887144105605,7.687943025605707
71,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.69446,1107.030803,0.454545,12,8.00350420079196,8.417211517152742,7.417634455007731,7.9586398388963815,10.214549880228592,10.248271382681262,7.0103396674623175
72,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,6.487703820419449,0.0,0.0,0.0,7.296650461658413,6.815045498706368,4.955708691441334
73,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,7.501066886022223,6.572142672772806,6.2227349856338,5.355736857415523,0.0,6.791241033321197,6.435761985266166
74,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,6.2791488389323,6.675747556729456,6.24928001995347,5.621487231929371,0.0,7.174860061724275,5.173379480888368
75,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,8.676149498383959,6.333048695615371,5.523458920524919,5.74738460102608,0.0,7.596414904511969,7.678987070163475
76,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,7.45508935392666,6.408709993751677,6.408709993751677,0.0,0.0,7.993255493563906,6.437202687884413
77,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,6.362699910035696,5.771441123130016,0.0,5.771441123130016,0.0,7.272336285780348,5.253249611110729
78,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,7.095658461149205,0.0,0.0,0.0,3.6718808174590887,3.410443537249367,9.017203056528027
79,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12,8.794039869027245,5.965274564017741,5.965274564017741,0.0,8.438784972903889,7.393621869780999,7.825805398226253
80,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,2.910041642177587,5.504721593857949,3.718680945350726,5.326127067187304,0.0,5.882770932843391,4.808302162738161
81,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,4.413824566542096,0.0,0.0,0.0,8.001790443916308,4.767025675958524,5.110131464042561
82,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.444444,12,1.5657597596409527,4.898212864681969,3.374168709274236,4.662022997580874,0.0,5.352111333645686,4.6104933428158
83,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.606194,140.809454,1.0,12,3.7719429024452684,5.983936280687191,0.0,5.983936280687191,0.0,6.588384644386054,4.954484283243715
84,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000.0,4921.066897,594.756686,0.0,12,7.568566484814462,8.500372513685894,8.41545721030093,5.9946095962520545,5.686449089071931,8.501483822284888,6.3898323387442435
85,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.229436,171.357189,1.0,12,4.912045891513179,7.129938369201223,7.129938369201223,0.0,0.0,7.151665256518504,5.149569003726273
86,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000.0,4589.873897,1876.262988,0.0,12,8.863750175033168,7.380741954517848,7.2766532168425835,5.072921280180533,8.635332438466254,8.431825676435697,7.537570137587036
87,8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21,60,13500.0,3021.575846,2074.581541,0.0,12,9.00972259112514,7.7226819431957,7.185220335023318,6.846124526185636,8.566407824343202,8.01386467597063,7.63799665412199
88,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,8.30358049140179,3.828641396489095,3.828641396489095,0.0,4.656225059955752,6.979931637127268,6.877235518117718
89,6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14,0,6500.0,1502.205631,2864.380327,0.0,12,8.717889111578424,0.0,0.0,0.0,7.9077450108774645,7.315355194100754,7.960456369727599
90,9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000.0,6409.496345,9827.045323,0.0,12,9.146575428243775,8.537205600628221,7.046499312159118,8.282290774835944,5.918187144935499,8.765691979834259,9.192995345250297
91,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11,7.589845096604949,6.940261190538396,5.4289069362516384,6.692257424693476,8.374919519497766,8.025328328911934,6.815319242368355
92,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,7.187261076612361,3.8426729272933526,3.8426729272933526,0.0,6.207901527566484,6.0909488191647725,5.747992757638404
93,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,312.343947,0.0,12,7.176803189581028,6.007829901194246,6.007829901194246,0.0,0.0,0.0,5.747301459426504
94,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,312.343947,0.0,12,7.753832008950124,5.367563539284851,5.367563539284851,0.0,0.0,0.0,5.747301459426504
95,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,2906.110765,0.0,12,7.0394700442879845,0.0,0.0,0.0,4.800843148105448,5.029284648786022,7.9749150026881575
96,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,7.39077119748822,6.607244604091484,6.607244604091484,0.0,0.0,6.035788878081494,5.966501847859993
97,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,312.343947,0.0,12,8.162422522052372,0.0,0.0,0.0,7.447159207954665,0.0,5.747301459426504
98,4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0,3,7000.0,217.820198,121.781205,1.0,12,1.7418758824899843,4.382026634673881,0.0,4.382026634673881,0.0,5.388250378901539,4.810403950253194
99,0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1,0,3000.0,138.021428,312.343947,0.0,7,0.0,0.0,0.0,0.0,4.509198831656053,4.934628079522907,5.747301459426504
100,4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,1500.0,26.487919,60.913577,0.0,9,1.770856686983286,3.044522437723423,3.044522437723423,0.0,0.0,3.3137465990571076,4.125739493280924
101,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.149153,54.79166,0.0,12,3.1943540486844593,7.205843024147799,0.0,7.205843024147799,0.0,6.5696905892803015,4.021624395851061
102,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0,75,5700.0,9172.788366,2103.796148,0.083333,12,8.172108509287602,7.946192844614177,7.340452860931516,7.158039176448519,0.0,9.124105606000684,7.651973899621786
103,0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0,31,4500.0,0.0,312.343947,0.0,12,0.4850400140718488,5.9686052529619,0.0,5.9686052529619,0.0,0.0,5.747301459426504
104,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.890255,214.828158,0.083333,12,6.76049855778668,0.0,0.0,0.0,6.825796358628536,7.7132888505828285,5.374482526239719
105,2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6,4,4000.0,532.741699,1026.976,0.0,12,7.800794984990287,6.695798917058491,6.695798917058491,0.0,6.867825868282063,6.279912012197073,6.935347099439079
106,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1097.78942,176.610605,0.083333,12,6.01531867412121,6.848684449405085,0.0,6.848684449405085,0.0,7.001964325488924,5.179593541613167
107,4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40,0,8000.0,1241.538024,1439.230899,0.0,12,8.514670172078025,0.0,0.0,0.0,8.60162028523746,7.1249113603194285,7.272558726243694
108,1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2,10,2000.0,577.050373,498.365419,0.0,12,7.128996668733569,6.0513830373192254,5.185372607531902,5.509631222108668,6.0244133685803405,6.359661015394023,6.213338130354008
