,BALANCE_FREQUENCY,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PRC_FULL_PAYMENT,TENURE,BALANCE_log,PURCHASES_log,ONEOFF_PURCHASES_log,INSTALLMENTS_PURCHASES_log,CASH_ADVANCE_log,PAYMENTS_log,MINIMUM_PAYMENTS_log
71,0.909091,0.666667,0.5,0.583333,0.5555553333333333,0.2195121951219512,0.0921787709497206,0.2320534223706177,0.454545,1,0.8121662495050933,0.7793423417800647,0.698754301603567,0.794171205451719,0.9492335728989998,0.945925195462772,0.6228464154724538
72,1.0,0.0,0.0,0.0,0.0833333333333333,0.024390243902439,0.0,0.2320534223706177,0.25,0,0.6583483868489184,0.0,0.0,0.0,0.6780744789666786,0.6290351811277755,0.439803357901844
73,1.0,0.5,0.1,0.4,0.0,0.0,0.0223463687150838,0.0734557595993322,0.0,0,0.7611807537384304,0.6085090116452289,0.5861926555325376,0.5344345368348392,0.0,0.6268380063329698,0.5716584128634911
74,0.909091,0.272727,0.090909,0.181818,0.0,0.0,0.0195530726256983,0.1986644407345576,0.0,0,0.6371849923056555,0.6181016983346492,0.5886932447742413,0.5609530499915013,0.0,0.6622464075037906,0.4591952230636133
75,1.0,0.833333,0.166667,0.75,0.0,0.0,0.0391061452513966,0.1986644407345576,0.0,1,0.8804238270469996,0.5863715068808938,0.5203196118463025,0.573516008914467,0.0,0.7011563204219924,0.6824149056078895
76,1.0,1.0,1.0,0.0,0.0,0.0,0.047486033519553,0.3656093489148581,0.0,1,0.7565151224266033,0.593376921102873,0.6037118306417119,0.0,0.0,0.7377850842153556,0.5717867622436822
77,1.0,0.75,0.0,0.666667,0.0,0.0,0.0223463687150838,0.0484140233722871,0.0,1,0.645663448536548,0.5343727469815812,0.0,0.575916544375927,0.0,0.6712435556910481,0.4663106968470255
78,1.0,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.0383973288814691,0.0,1,0.7200413938172716,0.0,0.0,0.0,0.3412262496620153,0.3147871820645842,0.8016339520901009
79,1.0,0.583333,0.583333,0.0,0.2777779999999999,0.056910569105691,0.0195530726256983,0.2320534223706177,0.0,1,0.892386909438916,0.5523196177984651,0.5619394278778052,0.0,0.7842125306236875,0.6824383304455995,0.695494663476653
80,0.909091,0.666667,0.166667,0.583333,0.0,0.0,0.0363128491620111,0.1652754590984975,0.181818,1,0.2953003518380296,0.509677416215831,0.3503063304906862,0.5314798557241562,0.0,0.5429853520386295,0.4266711983877536
81,0.272727,0.0,0.0,0.0,0.1111113333333333,0.040650406504065,0.0,0.3155258764607679,0.0,1,0.4478987271384477,0.0,0.0,0.0,0.7436028235928266,0.4400010036743739,0.4535605808705153
82,0.636364,0.416667,0.166667,0.25,0.0,0.0,0.0139664804469273,0.3989983305509182,0.444444,1,0.158887557213721,0.4535212970137854,0.3178526677531011,0.4652107016751062,0.0,0.4940049663373332,0.4090487972677515
83,0.545455,0.5,0.0,0.416667,0.0,0.0,0.0335195530726257,0.0383973288814691,1.0,1,0.3827629302828624,0.5540474900208949,0.0,0.5971208630592607,0.0,0.6081141687032775,0.4396942777688067
84,1.0,1.0,1.0,0.333333,0.0555553333333333,0.008130081300813,0.1396648044692737,0.2988313856427379,0.0,1,0.7680303654358624,0.7870421465967594,0.792750972203631,0.5981859244340558,0.5284391822664646,0.7846950423179029,0.5675666304312066
85,1.0,1.0,1.0,0.0,0.0,0.0,0.0614525139664804,0.5492487479131887,1.0,1,0.498456399724561,0.6601548332339457,0.6716528208375406,0.0,0.0,0.6601055049233742,0.457073994194376
86,1.0,1.0,0.833333,1.0,0.5,0.1869918699186992,0.0642458100558659,0.3656093489148581,0.0,1,0.8994608555955359,0.6833765205004687,0.6854736193037285,0.5062131331226716,0.80247759909637,0.7782655292061286,0.6698163475051697
87,1.0,1.0,0.75,1.0,0.5,0.1707317073170731,0.1675977653631285,0.4490818030050084,0.0,1,0.9142736009548602,0.7150364486110301,0.6768604799172102,0.6831563027970078,0.796072465390836,0.7396873313523072,0.6787631495646436
88,1.0,0.083333,0.083333,0.0,0.0555553333333333,0.008130081300813,0.0027932960893854,0.1485809682804674,0.0,1,0.8426168907986745,0.3544905988991036,0.3606647997176689,0.0,0.4327009218916993,0.644254328522571,0.6109884269792822
89,1.0,0.0,0.0,0.0,0.2777779999999999,0.1138211382113821,0.0,0.2153589315525876,0.0,1,0.8846594098933969,0.0,0.0,0.0,0.7348632233691214,0.6752142418430896,0.7074904553322742
90,1.0,1.0,0.25,0.916667,0.0555553333333333,0.008130081300813,0.1284916201117318,0.2988313856427379,0.0,1,0.9281609248905152,0.7904524902924269,0.6637927139013523,0.8264674594780028,0.549974496629149,0.8090817065406218,0.8172949434800852
91,1.0,0.909091,0.090909,0.818182,0.3636366666666666,0.1707317073170731,0.047486033519553,0.1318864774624374,0.090909,0,0.7701896409105782,0.6425927871453944,0.5114126474849752,0.6678023197113332,0.7782775424712626,0.7407454374215459,0.6054724269973796
92,1.0,0.083333,0.083333,0.0,0.0555553333333333,0.008130081300813,0.0027932960893854,0.0584307178631051,0.0,1,0.7293368912367904,0.3557897662128232,0.3619865947679681,0.0,0.5768975252275353,0.5622003689381976,0.5103863967218067
93,1.0,0.166667,0.166667,0.0,0.0,0.0,0.0055865921787709,0.0784641068447412,0.0,1,0.728275663220299,0.5562597796992078,0.5659482160013826,0.0,0.0,0.0,0.5103248103153541
94,1.0,0.25,0.25,0.0,0.0,0.0,0.0083798882681564,0.0784641068447412,0.0,1,0.7868304312726452,0.4969780704494608,0.5056339908572439,0.0,0.0,0.0,0.5103248103153541
95,1.0,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.0383973288814691,0.0,1,0.7143395993728718,0.0,0.0,0.0,0.4461402164401425,0.4642077562934495,0.7087785466811728
96,1.0,0.666667,0.666667,0.0,0.0,0.0,0.0307262569832402,0.1986644407345576,0.0,1,0.749988351829729,0.6117590691374463,0.6224141425220812,0.0,0.0,0.5571090539151498,0.5298529444609972
97,1.0,0.0,0.0,0.0,0.3333333333333333,0.048780487804878,0.0,0.1318864774624374,0.0,1,0.8282926978354312,0.0,0.0,0.0,0.6920611897541874,0.0,0.5103248103153541
98,0.363636,0.25,0.0,0.166667,0.0,0.0,0.0083798882681564,0.2320534223706177,1.0,1,0.1767591753678693,0.4057280599697429,0.0,0.4372706197574428,0.0,0.4973406345852731,0.4268584425292104
99,0.0,0.0,0.0,0.0,0.095238,0.008130081300813,0.0,0.0984974958263773,0.0,0,0.0,0.0,0.0,0.0,0.4190378399512091,0.455470864925276,0.5103248103153541
100,0.666667,0.111111,0.111111,0.0,0.0,0.0,0.0027932960893854,0.0484140233722871,0.0,0,0.1797000411064837,0.2818897019971688,0.2867994052000777,0.0,0.0,0.3058619627037134,0.3658630243364859
101,0.272727,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.0651085141903172,0.0,1,0.3241513319946471,0.6671827796527241,0.0,0.7190516415650337,0.0,0.6063886896376289,0.3565876138149668
102,1.0,0.916667,0.916667,0.833333,0.0,0.0,0.2094972067039106,0.1886477462437396,0.083333,1,0.8292755962919364,0.735731129856699,0.6914836587601514,0.714281424527818,0.0,0.8421636251128538,0.6800083550456066
103,0.090909,1.0,0.0,1.0,0.0,0.0,0.0865921787709497,0.1485809682804674,0.0,1,0.0492200815050051,0.552628003410041,0.0,0.5955910211496038,0.0,0.0,0.5103248103153541
104,1.0,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.1318864774624374,0.083333,1,0.6860305961879661,0.0,0.0,0.0,0.6343182167941939,0.7119438967998399,0.4771111002880285
105,1.0,0.25,0.25,0.0,0.2222219999999999,0.048780487804878,0.0111731843575419,0.1318864774624374,0.0,1,0.7915960618213693,0.6199582364628479,0.6307561156250386,0.0,0.6382240004149518,0.5796418513726316,0.6161654741714377
106,1.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.0818030050083472,0.083333,1,0.6104124749076225,0.6341137758074966,0.0,0.6834117506310858,0.0,0.6462879666130191,0.459748821587276
107,1.0,0.0,0.0,0.0,0.3888886666666666,0.3252032520325204,0.0,0.2654424040066778,0.0,1,0.8640374973183889,0.0,0.0,0.0,0.7993447437053138,0.657636094859325,0.6462069988729741
108,1.0,0.666667,0.166667,0.5,0.0555553333333333,0.016260162601626,0.0279329608938547,0.0651085141903172,0.0,1,0.7234244328386462,0.5602923269424769,0.4884712824428938,0.5497912404418126,0.5598460523010378,0.5870027602147333,0.5518431063900101
109,1.0,1.0,0.916667,1.0,0.3888886666666666,0.1707317073170731,0.1787709497206704,0.2988313856427379,0.083333,1,0.8931591897803017,0.7784267281039032,0.7450737322257204,0.7456130321240079,0.825469218847052,0.8577291349664686,0.6942830046534115
110,0.818182,0.916667,0.333333,0.833333,0.0,0.0,0.0949720670391061,0.1819699499165275,0.0,1,0.5132292788849251,0.6677705534673505,0.6004792312764972,0.6632551866249585,0.0,0.6236687831773675,0.416513070370988
111,1.0,0.0,0.0,0.0,0.0555553333333333,0.016260162601626,0.0,0.1385642737896494,0.0,1,0.8249891770176868,0.0,0.0,0.0,0.6427993549219871,0.0,0.5103248103153541
112,1.0,1.0,0.25,1.0,0.2222219999999999,0.065040650406504,0.2262569832402234,0.2821368948247079,0.0,1,0.8706648047470811,0.7353501311007719,0.6363088421000187,0.7562578090419108,0.7275061671120379,0.675656362091599,0.667789311758621
113,1.0,0.0,0.0,0.0,0.1666666666666666,0.0894308943089431,0.0,0.2320534223706177,0.0,1,0.8902840090710868,0.0,0.0,0.0,0.7545937372227424,0.660288903669144,0.7041882963503945
114,0.818182,0.666667,0.416667,0.333333,0.0,0.0,0.0391061452513966,0.1652754590984975,1.0,1,0.5248785453145207,0.6777338374474015,0.6719961726223139,0.5539367867703898,0.0,0.6961156755094778,0.4370355358348494
115,1.0,1.0,0.583333,1.0,0.0,0.0,0.0698324022346368,0.0984974958263773,0.0,1,0.6620162507802587,0.6437975790878224,0.6128493388493306,0.5923906238685239,0.0,0.5829856775194987,0.4741278291777852
116,0.636364,0.583333,0.0,0.5,0.0,0.0,0.0335195530726257,0.2153589315525876,0.333333,1,0.5494993359765173,0.7171343763694962,0.0,0.7728866305866106,0.0,0.6550197577203655,0.4089061129295662
117,1.0,0.0,0.0,0.0,0.1666666666666666,0.0813008130081301,0.0,0.0584307178631051,0.0,1,0.7598633723417372,0.0,0.0,0.0,0.5908646845476004,0.6031676792540368,0.6931787041479409
118,0.272727,0.166667,0.0,0.166667,0.0,0.0,0.0055865921787709,0.2320534223706177,1.0,1,0.4083568618378407,0.5746615024836385,0.0,0.6193374728888685,0.0,0.7002151319113615,0.4435308942721213
119,1.0,0.0,0.0,0.0,0.2222219999999999,0.032520325203252,0.0,0.0984974958263773,0.0,1,0.8003889953836963,0.0,0.0,0.0,0.5793653500035941,0.631232731547115,0.58322155242202
120,1.0,1.0,0.916667,1.0,0.3333333333333333,0.0813008130081301,0.2374301675977653,0.5659432387312188,0.0,1,0.9182098614176534,0.8160460037795495,0.7836650627810895,0.7856159315657839,0.6905653343209683,0.6963371539571743,0.6826624888470417
121,1.0,0.25,0.25,0.0,0.0,0.0,0.0223463687150838,0.2988313856427379,0.0,1,0.7397454213150061,0.6545454979420738,0.665945787150681,0.0,0.0,0.0,0.5103248103153541
122,1.0,1.0,0.0,1.0,0.0,0.0,0.2094972067039106,0.2821368948247079,0.0,1,0.7769926161855618,0.7987919883095571,0.0,0.8608925589505645,0.0,0.7549473451093364,0.5726874174198658
123,1.0,0.0,0.0,0.0,0.1111113333333333,0.016260162601626,0.0,0.1051752921535893,0.0,1,0.8082225698391244,0.0,0.0,0.0,0.6419205586812045,0.6435285994800657,0.644547307563878
